Key,Russian,English,Czech,PortugueseBrazilian,Spanish,Polska,SimplifiedChinese,TraditionalChinese,Japanese,Korean,Deutsch,French,Italiana,Turkish,Hungarian,Ukrainian,Vietnamese
f_name.gwelts.574,Саня,Sanya,,Sanya,,,,,,,,,,,,Санія,Kỳ Nhi
f_name.gwelts.575,Сафа,Sapha,,Sapha,,,,,,,,,,,,Сафа,Kim Nhi
f_name.gwelts.576,Сара,Sara,,Sara,,,,,,,,,,,,Сара,Khánh Vui
f_name.gwelts.577,Сария,Saria,,Saria,,,,,,,,,,,,Сарія,Khuê Linh
f_name.gwelts.578,Саша,Sasha,,Sasha,,,,,,,,,,,,Саша,Kim Quyên
f_name.gwelts.579,Савина,Savina,,Savina,,,,,,,,,,,,Савіна,Kỳ Tâm
f_name.gwelts.580,Сая,Saya,,Saya,,,,,,,,,,,,Сайя,Khánh Thủy
f_name.gwelts.581,Сена,Sena,,Sena,,,,,,,,,,,,Сена,Khoa Yến
f_name.gwelts.582,Серафина,Serafina,,Serafina,,,,,,,,,,,,Серафіна,Khuê Hòa
f_name.gwelts.583,Серика,Serika,,Serika,,,,,,,,,,,,Серіка,Kim Diệp
f_name.gwelts.584,Сета,Seta,,Seta,,,,,,,,,,,,Сета,Khánh Dung
f_name.gwelts.585,Сева,Seva,,Seva,,,,,,,,,,,,Сева,Lan Thảo
f_name.gwelts.586,Шала,Shala,,Shala,,,,,,,,,,,,Шала,Linh Ngọc
f_name.gwelts.587,Шана,Shana,,Shana,,,,,,,,,,,,Шана,Lê Quyên
f_name.gwelts.588,Шара,Shara,,Shara,,,,,,,,,,,,Шаара,Ly Hương
f_name.gwelts.589,Шелла,Shella,,Shella,,,,,,,,,,,,Шелла,Lan Nhi
f_name.gwelts.590,Шира,Shira,,Shira,,,,,,,,,,,,Шіра,Lệ Thư
f_name.gwelts.591,Шайла,Shyla,,Shyla,,,,,,,,,,,,Шіла,Linh Mai
f_name.gwelts.592,Сиа,Sia,,Sia,,,,,,,,,,,,Сіа,Liên Diệp
f_name.gwelts.593,Сиана,Siana,,Siana,,,,,,,,,,,,Сіана,Lâm Tuyết
f_name.gwelts.594,Сиба,Siba,,Siba,,,,,,,,,,,,Сіба,Lan Hạnh
f_name.gwelts.595,Силла,Silla,,Silla,,,,,,,,,,,,Сілла,Lý Yến
f_name.gwelts.596,Сима,Sima,,Sima,,,,,,,,,,,,Сімма,Lê Tâm
f_name.gwelts.597,Сина,Sina,,Sina,,,,,,,,,,,,Сіна,Lộc Hòa
f_name.gwelts.598,Синора,Sinora,,Sinora,,,,,,,,,,,,Сінора,Linh Thúy
f_name.gwelts.599,Синта,Sinta,,Sinta,,,,,,,,,,,,Сінта,Lan Quyên
f_name.gwelts.600,Сира,Sira,,Sira,,,,,,,,,,,,Зіара,Lệ Nhi
f_name.gwelts.601,Сирия,Siria,,Siria,,,,,,,,,,,,Зірія,Liên Thủy
f_name.gwelts.602,Сита,Sita,,Sita,,,,,,,,,,,,Сітта,Linh Vân
f_name.gwelts.603,Солга,Solga,,Solga,,,,,,,,,,,,Зольга,Lan Đào
f_name.gwelts.604,Сона,Sona,,Sona,,,,,,,,,,,,Сона,Lê Thanh
f_name.gwelts.605,Сондра,Sondra,,Sondra,,,,,,,,,,,,Зондра,Lâm Nhi
f_name.gwelts.606,Сора,Sora,,Sora,,,,,,,,,,,,Сора,Ly Hạnh
f_name.gwelts.607,Сорина,Sorina,,Sorina,,,,,,,,,,,,Зоріна,Linh Hòa
f_name.gwelts.608,Стефа,Stefa,,Stefa,,,,,,,,,,,,Штефа,Lan Tường
f_name.gwelts.609,Стелла,Stella,,Stella,,,,,,,,,,,,Стелла,Lệ Minh
f_name.gwelts.610,Стила,Stila,,Stila,,,,,,,,,,,,Стіла,Liên Quyên
f_name.gwelts.611,Стина,Stina,,Stina,,,,,,,,,,,,Стена,Lâm Hương
f_name.gwelts.612,Сулия,Sulia,,Sulia,,,,,,,,,,,,Сулія,Ly Diệp
f_name.gwelts.613,Сума,Suma,,Suma,,,,,,,,,,,,Сумма,Linh Yến
f_name.gwelts.614,Суна,Suna,,Suna,,,,,,,,,,,,Зунна,Lê Quyên
f_name.gwelts.615,Сурина,Surina,,Surina,,,,,,,,,,,,Зуріна,Lan Thúy
f_name.gwelts.616,Сюзана,Suzana,,Suzana,,,,,,,,,,,,Сюзана,Lệ Linh
f_name.gwelts.617,Свеа,Svea,,Svea,,,,,,,,,,,,Свеа,Liên Tâm
f_name.gwelts.618,Светла,Svetla,,Svetla,,,,,,,,,,,,Світла,Lâm Nhu
f_name.gwelts.619,Сира,Syra,,Syra,,,,,,,,,,,,Сіра,Lan Thanh
f_name.gwelts.620,Тада,Tada,,Tada,,,,,,,,,,,,Тада,Ly Quyên
f_name.gwelts.621,Тала,Tala,,Tala,,,,,,,,,,,,Тала,Linh Lệ
f_name.gwelts.622,Тама,Tama,,Tama,,,,,,,,,,,,Тама,Lê Mơ
f_name.gwelts.623,Тана,Tana,,Tana,,,,,,,,,,,,Тана,Lệ Hòa
f_name.gwelts.624,Тара,Tara,,Tara,,,,,,,,,,,,Тара,Liên Bích
f_name.gwelts.625,Таса,Tasa,,Tasa,,,,,,,,,,,,Тасса,Lan Vân
f_name.gwelts.626,Тава,Tava,,Tava,,,,,,,,,,,,Тавва,Linh Phương
f_name.gwelts.627,Тайла,Tayla,,Tayla,,,,,,,,,,,,Тайла,Lê An
f_name.gwelts.628,Теа,Tea,,Tea,,,,,,,,,,,,Теа,Lộc Tâm
f_name.gwelts.629,Телма,Telma,,Telma,,,,,,,,,,,,Тельма,Lâm Diệp
f_name.gwelts.630,Тера,Tera,,Tera,,,,,,,,,,,,Тера,Lan Bích
f_name.gwelts.631,Тесла,Tesla,,Tesla,,,,,,,,,,,,Тесла,Lệ Thúy
f_name.gwelts.632,Талия,Thalia,,Thalia,,,,,,,,,,,,Таліа,Liên Linh
f_name.gwelts.633,Тара,Thara,,Thara,,,,,,,,,,,,Теара,Ly Nhi
f_name.gwelts.634,Теда,Theda,,Theda,,,,,,,,,,,,Теда,Linh Thủy
f_name.gwelts.635,Тела,Thela,,Thela,,,,,,,,,,,,Теала,Lê Mai
f_name.gwelts.636,Тера,Thera,,Thera,,,,,,,,,,,,Терра,Lan Quyên
f_name.gwelts.637,Тильда,Thilda,,Thilda,,,,,,,,,,,,Тільде,Liên Hạnh
f_name.gwelts.638,Тора,Thora,,Thora,,,,,,,,,,,,Торра,Lâm Thư
f_name.gwelts.639,Тура,Thura,,Thura,,,,,,,,,,,,Турра,Linh Nhi
f_name.gwelts.640,Тиа,Tia,,Tia,,,,,,,,,,,,Тіа,Lê Tường
f_name.gwelts.641,Тильда,Tilda,,Tilda,,,,,,,,,,,,Тільда,Lệ Ngọc
f_name.gwelts.642,Тина,Tina,,Tina,,,,,,,,,,,,Тіна,Liên Diệp
f_name.gwelts.643,Тирса,Tirsa,,Tirsa,,,,,,,,,,,,Тірза,Lan Hòa
f_name.gwelts.644,Тиса,Tisa,,Tisa,,,,,,,,,,,,Тіза,Ly Quyên
f_name.gwelts.645,Тития,Titia,,Tita,,,,,,,,,,,,Тиція,Mai Linh
f_name.gwelts.646,Тива,Tiva,,Tiva,,,,,,,,,,,,Тіва,Minh Nhi
f_name.gwelts.647,Тола,Tola,,Tola,,,,,,,,,,,,Тола,My Hương
f_name.gwelts.648,Томина,Tomina,,Tomina,,,,,,,,,,,,Томіна,Mộng Tuyết
f_name.gwelts.649,Тоня,Tonja,,Tonja,,,,,,,,,,,,Тонія,Mẫu Thảo
f_name.gwelts.650,Тора,Tora,,Tora,,,,,,,,,,,,Тора,Mai Quyên
f_name.gwelts.651,Това,Tova,,Tova,,,,,,,,,,,,Това,Minh Ngọc
f_name.gwelts.652,Трина,Trina,,Trina,,,,,,,,,,,,Тріна,Mộng Diệp
f_name.gwelts.653,Триста,Trista,,Trista,,,,,,,,,,,,Тріста,Mai Thư
f_name.gwelts.654,Тува,Tuva,,Tuva,,,,,,,,,,,,Тува,Mộng Hạnh
f_name.gwelts.655,Ула,Ula,,Ula,,,,,,,,,,,,Ула,Minh Yến
f_name.gwelts.656,Уна,Una,,Una,,,,,,,,,,,,Уна,My Nhi
f_name.gwelts.657,Урса,Ursa,,Ursa,,,,,,,,,,,,Урса,Mẫu Linh
f_name.gwelts.658,Урта,Urta,,Urta,,,,,,,,,,,,Урта,Mai Hòa
f_name.gwelts.659,Вада,Vada,,Wada,,,,,,,,,,,,Вадда,Minh Thúy
f_name.gwelts.660,Вайда,Vaida,,Wida,,,,,,,,,,,,Вайда,Mộng Tâm
f_name.gwelts.661,Вайда,Vaila,,Vaila,,,,,,,,,,,,Вайла,Mẫu Nhi
f_name.gwelts.662,Вайра,Vaira,,Vaira,,,,,,,,,,,,Вайра,Mai Diệp
f_name.gwelts.663,Вала,Vala,,Vala,,,,,,,,,,,,Ваала,Minh Bích
f_name.gwelts.664,Валда,Valda,,Valda,,,,,,,,,,,,Вальда,Mộng Quyên
f_name.gwelts.665,Валеа,Valea,,Valea,,,,,,,,,,,,Валія,Mai Nhi
f_name.gwelts.666,Валелла,Valella,,Valella,,,,,,,,,,,,Валелла,My Tường
f_name.gwelts.667,Линни,Linnie,,Linnie,,,,,,,,,,,,Лінні,Minh Đào
f_name.tanaya.668,Алетия,Aletiya,,Aletiya,,,,,,,,,,,,Алетія,Mẫu Yến
f_name.tanaya.669,Терона,Terona,,Terona,,,,,,,,,,,,Терона,Mai Quyên
f_name.tanaya.670,Лириса,Lirisa,,Lirisa,,,,,,,,,,,,Ліріза,Mộng Vân
f_name.tanaya.671,Фелика,Felika,,Felika,,,,,,,,,,,,Феліка,Minh Linh
f_name.tanaya.672,Мелония,Melonia,,Melonia,,,,,,,,,,,,Мелонія,Mẫu Hòa
f_name.tanaya.673,Серена,Serena,,Serena,,,,,,,,,,,,Серена,My Nhu
f_name.tanaya.674,Ариада,Ariada,,Ariada,,,,,,,,,,,,Аріада,Mai Hạnh
f_name.tanaya.675,Танелия,Taneliya,,Taneliya,,,,,,,,,,,,Танелія,Minh Quyên
f_name.tanaya.676,Хелена,Helena,,Helena,,,,,,,,,,,,Хелена,Mộng Mơ
f_name.tanaya.677,Дорина,Dorina,,Dorina,,,,,,,,,,,,Доріна,Mẫu Tâm
f_name.tanaya.678,Лисея,Liseya,,Liseya,,,,,,,,,,,,Лісея,Mai Lệ
f_name.tanaya.679,Полима,Polima,,Polima,,,,,,,,,,,,Поліма,Minh Tuyết
f_name.tanaya.680,Артемила,Artemila,,Artemila,,,,,,,,,,,,Артеміла,My Quyên
f_name.tanaya.681,Селика,Selika,,Selika,,,,,,,,,,,,Селіка,Mộng Nhi
f_name.tanaya.682,Феодасия,Feodasia,,Feodasia,,,,,,,,,,,,Феодасія,Mẫu Thúy
f_name.tanaya.683,Лимора,Limora,,Limora,,,,,,,,,,,,Лімора,Mai Nguyệt
f_name.tanaya.684,Терелиса,Terelisa,,Terelisa,,,,,,,,,,,,Тереліза,Minh Thư
f_name.tanaya.685,Мирона,Mirona,,Mirona,,,,,,,,,,,,Мірона,Mộng An
f_name.tanaya.686,Фелида,Felida,,Felida,,,,,,,,,,,,Феліда,Mẫu Linh
f_name.tanaya.687,Лирая,Liraya,,Liraya,,,,,,,,,,,,Лірайя,Mai Đan
f_name.tanaya.688,Демелия,Demeliya,,Demeliya,,,,,,,,,,,,Демелія,Minh Hòa
f_name.tanaya.689,Сонела,Sonela,,Sonela,,,,,,,,,,,,Зонела,Mộng Thanh
f_name.tanaya.690,Артелия,Arteliya,,Arteliya,,,,,,,,,,,,Артелія,My Diệp
f_name.tanaya.691,Филена,Filena,,Filena,,,,,,,,,,,,Філена,Mẫu Nhu
f_name.tanaya.692,Хриса,Hrisa,,Hrisa,,,,,,,,,,,,Гріза,Mai Quyên
f_name.tanaya.693,Доната,Donata,,Donata,,,,,,,,,,,,Донатта,Minh Hạnh
f_name.tanaya.694,Перелия,Pereliya,,Pereliya,,,,,,,,,,,,Перелія,Mộng Linh
f_name.tanaya.695,Лантра,Lantra,,Lantra,,,,,,,,,,,,Лантра,Mẫu Bích
f_name.tanaya.696,Амелона,Amelona,,Amelona,,,,,,,,,,,,Амелона,Mai Tuyết
f_name.tanaya.697,Феломира,Felomira,,Felomira,,,,,,,,,,,,Феломіра,Minh Nhu
f_name.tanaya.698,Лисела,Lisela,,Lisela,,,,,,,,,,,,Лізела,Mộng Lệ
f_name.tanaya.699,Алена,Alena,,Alena,,,,,,,,,,,,Алена,Mẫu Mơ
f_name.tanaya.700,Терола,Terola,,Terola,,,,,,,,,,,,Терола,Mai Yến
f_name.tanaya.701,Христина,Hristina,,Hristina,,,,,,,,,,,,Христина,Minh Tường
f_name.tanaya.702,Донелия,Doneliya,,Doneliya,,,,,,,,,,,,Донелія,Mộng Thủy
f_name.tanaya.703,Лирама,Lirama,,Lirama,,,,,,,,,,,,Лірама,My Mai
f_name.tanaya.704,Фелена,Felena,,Felena,,,,,,,,,,,,Фелена,Mẫu Diệp
f_name.tanaya.705,Амелия,Ameliya,,Ameliya,,,,,,,,,,,,Амелія,Ngọc Thảo
f_name.tanaya.706,Терама,Terama,,Terama,,,,,,,,,,,,Терама,Như Nhi
f_name.tanaya.707,Сирона,Sirona,,Sirona,,,,,,,,,,,,Сірона,Ngân Hương
f_name.tanaya.708,Дореля,Dorelya,,Dorelya,,,,,,,,,,,,Дорелія,Ngọc Mai
f_name.tanaya.709,Филома,Filoma,,Filoma,,,,,,,,,,,,Філома,Như Quyên
f_name.tanaya.710,Лерена,Lerena,,Lerena,,,,,,,,,,,,Лерена,Ngọc Diệp
f_name.tanaya.711,Теломира,Telomira,,Telomira,,,,,,,,,,,,Теломіра,Nhi Hạnh
f_name.tanaya.712,Домина,Domina,,Domina,,,,,,,,,,,,Доміна,Ngọc Tuyết
f_name.tanaya.713,Лиронда,Lironda,,Lironda,,,,,,,,,,,,Ліронда,Như Linh
f_name.tanaya.714,Фелиса,Felisa,,Felisa,,,,,,,,,,,,Феліса,Ngọc Tâm
f_name.tanaya.715,Териса,Terisa,,Terisa,,,,,,,,,,,,Теріса,Nhu Thư
f_name.tanaya.716,Амелора,Amelora,,Amelora,,,,,,,,,,,,Амелора,Ngân Yến
f_name.tanaya.717,Селена,Selena,,Selena,,,,,,,,,,,,Селена,Như Hòa
f_name.tanaya.718,Лимена,Limena,,Limena,,,,,,,,,,,,Лімена,Ngọc Nhi
f_name.tanaya.719,Филелия,Fileliya,,Fileliya,,,,,,,,,,,,Філелія,Nhi Thủy
f_name.tanaya.720,Теремира,Teremira,,Teremira,,,,,,,,,,,,Тереміра,Ngọc Đào
f_name.tanaya.721,Лорена,Lorena,,Lorena,,,,,,,,,,,,Лорена,Như Thúy
f_name.tanaya.722,Дерена,Derena,,Derena,,,,,,,,,,,,Дерена,Ngân Linh
f_name.tanaya.723,Артена,Artena,,Artena,,,,,,,,,,,,Артена,Nhu Quyên
f_name.tanaya.724,Филомена,Filomena,,Filomena,,,,,,,,,,,,Філомена,Ngọc Hạnh
f_name.tanaya.725,Лорила,Lorila,,Lorila,,,,,,,,,,,,Лоріла,Như Diệp
f_name.tanaya.726,Демира,Demira,,Demira,,,,,,,,,,,,Деміра,Ngọc Bích
f_name.tanaya.727,Телия,Teliya,,Teliya,,,,,,,,,,,,Телія,Nhi Quyên
f_name.tanaya.728,Серамира,Seramira,,Seramira,,,,,,,,,,,,Сераміра,Ngân Tường
f_name.tanaya.729,Лериса,Lerisa,,Lerisa,,,,,,,,,,,,Леріса,Như Lệ
f_name.tanaya.730,Артемина,Artemina,,Artemina,,,,,,,,,,,,Артеміна,Ngọc Thanh
f_name.tanaya.731,Филора,Filora,,Filora,,,,,,,,,,,,Філора,Nhu Mơ
f_name.tanaya.732,Дерелия,Dereliya,,Dereliya,,,,,,,,,,,,Дерелія,Ngọc An
f_name.tanaya.733,Лерина,Lerina,,Lerina,,,,,,,,,,,,Леріна,Như Yến
f_name.tanaya.734,Терона,Terona,,Terona,,,,,,,,,,,,Терона,Nhi Linh
f_name.tanaya.735,Христила,Hristila,,Hristila,,,,,,,,,,,,Хрістіла,Ngân Hòa
f_name.tanaya.736,Домила,Domila,,Domila,,,,,,,,,,,,Доміла,Như Mai
f_name.tanaya.737,Лирена,Lirena,,Lirena,,,,,,,,,,,,Лірена,Ngọc Thúy
f_name.tanaya.738,Артелена,Artelena,,Artelena,,,,,,,,,,,,Артелена,Nhu Tâm
f_name.tanaya.739,Филама,Filama,,Filama,,,,,,,,,,,,Філама,Ngọc Phương
f_name.tanaya.740,Терела,Terela,,Terela,,,,,,,,,,,,Терела,Như Nhu
f_name.tanaya.741,Лорина,Lorina,,Lorina,,,,,,,,,,,,Лоріна,Nhi Hòa
f_name.tanaya.742,Дерена,Derena,,Derena,,,,,,,,,,,,Дерена,Ngân Diệp
f_name.tanaya.743,Филена,Filena,,Filena,,,,,,,,,,,,Філена,Như Nhiên
f_name.tanaya.744,Терамина,Teramina,,Teramina,,,,,,,,,,,,Тераміна,Ngọc Vân
f_name.tanaya.745,Лирома,Demina,,Demina,,,,,,,,,,,,Деміна,Nhu Thủy
f_name.tanaya.746,Демина,Sirila,,Sirila,,,,,,,,,,,,Сіріла,Ngân Hạnh
f_name.tanaya.747,Сирила,Artena,,Artena,,,,,,,,,,,,Артана,Như Bích
f_name.tanaya.748,Артена,Felama,,Felama,,,,,,,,,,,,Фелама,Ngọc Minh
f_name.tanaya.749,Фелама,Terona,,Terona,,,,,,,,,,,,Терона,Nhi Mơ
f_name.tanaya.750,Терона,Lerisila,,Lerisila,,,,,,,,,,,,Лерісілла,Ngân Tuyết
f_name.tanaya.751,Лерисила,Dorema,,Dorema,,,,,,,,,,,,Дорема,Như Quyên
f_name.tanaya.752,Дорема,Filamira,,Filamira,,,,,,,,,,,,Філаміра,Ngọc Hương
f_name.tanaya.753,Филамира,Lirina,,Lirina,,,,,,,,,,,,Ліріна,Nhu Linh
f_name.tanaya.754,Лирина,Artemira,,Artemira,,,,,,,,,,,,Артеміра,Ngân An
f_name.tanaya.755,Артемира,Teroma,,Teroma,,,,,,,,,,,,Терома,Như Thư
f_name.tanaya.756,Терома,Selama,,Selama,,,,,,,,,,,,Селама,Ngọc Thủy
f_name.tanaya.757,Селама,Demila,,Demila,,,,,,,,,,,,Деміла,Nhi Quyên
f_name.tanaya.758,Демила,Feloma,,Feloma,,,,,,,,,,,,Фелома,Ngân Yến
f_name.tanaya.759,Фелома,Lirela,,Lirela,,,,,,,,,,,,Лірелла,Như Mai
f_name.tanaya.760,Лирела,Teromina,,Teromina,,,,,,,,,,,,Тероміна,Ngọc Đan
f_name.tanaya.761,Теромина,Artela,,Artela,,,,,,,,,,,,Артела,Nhu Thanh
f_name.tanaya.762,Артела,Filorena,,Filorena,,,,,,,,,,,,Фіорена,Ngân Quyên
f_name.tanaya.763,Филорена,Leramira,,Leramira,,,,,,,,,,,,Лераміра,Như Linh
f_name.tanaya.764,Лерамира,Teramila,,Teramila,,,,,,,,,,,,Тераміла,Ngọc Hòa
f_name.tanaya.765,Терамила,Deroma,,Deroma,,,,,,,,,,,,Дерома,Oanh Linh
f_name.tanaya.766,Дерома,Lirisela,,Lirisela,,,,,,,,,,,,Лірісела,Oanh Thảo
f_name.tanaya.767,Лирисена,Melita,,Melita,,,,,,,,,,,,Меліта,Oanh Nhi
f_name.tanaya.768,Мелита,Lidora,,Lidora,,,,,,,,,,,,Лідора,Oanh Diệp
f_name.tanaya.769,Лидора,Ferina,,Ferina,,,,,,,,,,,,Феріна,Oanh Quyên
f_name.tanaya.770,Ферина,Astira,,Astira,,,,,,,,,,,,Астіра,Oanh Hương
f_name.tanaya.771,Астира,Teodina,,Teodina,,,,,,,,,,,,Теодіна,Oanh Yến
f_name.tanaya.772,Теодина,Serilla,,Serilla,,,,,,,,,,,,Серілла,Oanh Mai
f_name.tanaya.773,Серилла,Poleta,,Poleta,,,,,,,,,,,,Полетта,Oanh Nhu
f_name.tanaya.774,Полета,Lantisa,,Lantisa,,,,,,,,,,,,Лантіза,Oanh Tuyết
f_name.tanaya.775,Лантиса,Afeliya,,Afeliya,,,,,,,,,,,,Афелія,Oanh Hạnh
f_name.tanaya.776,Афелия,Helora,,Helora,,,,,,,,,,,,Гелора,Oanh Tâm
f_name.tanaya.777,Хелора,Dreona,,Dreona,,,,,,,,,,,,Дреона,Oanh Vân
f_name.tanaya.778,Дреона,Mirella,,Mirella,,,,,,,,,,,,Мірелла,Oanh Đào
f_name.tanaya.779,Мирелла,Antisa,,Antisa,,,,,,,,,,,,Антіза,Oanh Lệ
f_name.tanaya.780,Антиса,Terelina,,Terelina,,,,,,,,,,,,Тереліна,Oanh Minh
f_name.tanaya.781,Терелина,Faona,,Faona,,,,,,,,,,,,Фаона,Oanh Thư
f_name.tanaya.782,Фаона,Leroma,,Leroma,,,,,,,,,,,,Лерома,Oanh Mơ
f_name.tanaya.783,Лерома,Artesa,,Artesa,,,,,,,,,,,,Артеза,Oanh Bích
f_name.tanaya.784,Артеса,Silika,,Silika,,,,,,,,,,,,Сіліка,Oanh An
f_name.tanaya.785,Силика,Feodora,,Feodora,,,,,,,,,,,,Феодора,Oanh Quyên
f_name.tanaya.786,Феодора,Limila,,Limila,,,,,,,,,,,,Ліміла,Oanh Ngọc
f_name.tanaya.787,Лимила,Danera,,Danera,,,,,,,,,,,,Данера,Oanh Hòa
f_name.tanaya.788,Данера,Soneliya,,Soneliya,,,,,,,,,,,,Сонелія,Oanh Linh
f_name.tanaya.789,Сонелия,Artisa,,Artisa,,,,,,,,,,,,Артіза,Oanh Nhiên
f_name.tanaya.790,Артиса,Filori,,Filori,,,,,,,,,,,,Філорі,Oanh Diệp
f_name.tanaya.791,Филори,Hrisena,,Hrisena,,,,,,,,,,,,Грісена,Oanh Hương
f_name.tanaya.792,Хрисена,Dofila,,Dofila,,,,,,,,,,,,Дофілла,Oanh Thủy
f_name.tanaya.793,Дофила,Perema,,Perema,,,,,,,,,,,,Перемма,Oanh Tường
f_name.tanaya.794,Перема,Lantisi,,Lantisi,,,,,,,,,,,,Лантіа,Oanh Yến
f_name.tanaya.795,Лантиси,Amella,,Amella,,,,,,,,,,,,Амелла,Oanh Bích
f_name.tanaya.796,Амелла,Filota,,Filota,,,,,,,,,,,,Філотта,Oanh Thanh
f_name.tanaya.797,Филота,Liserena,,Liserena,,,,,,,,,,,,Лісерена,Oanh Thúy
f_name.tanaya.798,Лисерена,Aletta,,Aletta,,,,,,,,,,,,Алетта,Oanh Nguyệt
f_name.tanaya.799,Алетта,Terolisa,,Terolisa,,,,,,,,,,,,Тероліза,Oanh Hòa
f_name.tanaya.800,Теролиса,Hrista,,Hrista,,,,,,,,,,,,Хріста,Oanh Quyên
f_name.tanaya.801,Христа,Donesa,,Donesa,,,,,,,,,,,,Донеза,Oanh Linh
f_name.tanaya.802,Донеса,Lirana,,Lirana,,,,,,,,,,,,Лірана,Oanh Yến
f_name.tanaya.803,Лирана,Felisena,,Felisena,,,,,,,,,,,,Фелісена,Oanh Nhi
f_name.tanaya.804,Фелисена,Terelina,,Terelina,,,,,,,,,,,,Тереліна,Oanh Diệp
f_name.tanaya.805,Терелина,Selisa,,Selisa,,,,,,,,,,,,Селіса,Oanh Mai
f_name.tanaya.806,Амелорис,Limeona,,Limeona,,,,,,,,,,,,Лімеона,Oanh Hạnh
f_name.tanaya.807,Селеса,Filena,,Filena,,,,,,,,,,,,Філена,Oanh Tuyết
f_name.tanaya.808,Лимеона,Terefa,,Terefa,,,,,,,,,,,,Терефа,Oanh Thư
f_name.tanaya.809,Филена,Lorila,,Lorila,,,,,,,,,,,,Лоріла,Oanh An
f_name.tanaya.810,Терефа,Demena,,Demena,,,,,,,,,,,,Демена,Oanh Tâm
f_name.tanaya.811,Лорила,Lirota,,Lirota,,,,,,,,,,,,Лірота,Oanh Đan
f_name.tanaya.812,Демена,Felena,,Felena,,,,,,,,,,,,Фелена,Oanh Hòa
f_name.tanaya.813,Лирота,Teromira,,Teromira,,,,,,,,,,,,Тероміра,Oanh Nhu
f_name.tanaya.814,Фелена,Amelisa,,Amelisa,,,,,,,,,,,,Амеліса,Oanh Quyên
f_name.tanaya.815,Теромира,Selora,,Selora,,,,,,,,,,,,Селора,Oanh Vân
f_name.tanaya.816,Амелиса,Limena,,Limena,,,,,,,,,,,,Лімена,Oanh Thúy
f_name.tanaya.817,Селора,Fileona,,Fileona,,,,,,,,,,,,Філеона,Oanh Linh
f_name.tanaya.818,Лимена,Teremena,,Teremena,,,,,,,,,,,,Теремена,Oanh Bích
f_name.tanaya.819,Филеона,Lorema,,Lorema,,,,,,,,,,,,Лорема,Oanh Mơ
f_name.tanaya.820,Теремена,Derilla,,Derilla,,,,,,,,,,,,Дерілла,Oanh Tường
f_name.tanaya.821,Лорема,Artella,,Artella,,,,,,,,,,,,Артелла,Oanh Hương
f_name.tanaya.822,Дерилла,Filoma,,Filoma,,,,,,,,,,,,Філома,Oanh Nhiên
f_name.tanaya.823,Артелла,Lysandra,,Lysandra,,,,,,,,,,,,Лісандра,Oanh Thanh
f_name.tanaya.824,Филома,Thelonia,,Thelonia,,,,,,,,,,,,Телонія,Oanh Diệp
f_name.tanaya.825,Лориса,Perinthe,,Perinthe,,,,,,,,,,,,Перінте,Phương Thảo
f_name.tanaya.826,Демиса,Calimira,,Calimira,,,,,,,,,,,,Каліміра,Phúc Linh
f_name.tanaya.827,Теленда,Dorethea,,Dorethea,,,,,,,,,,,,Доротеа,Phượng Ngọc
f_name.tanaya.828,Серамира,Lyrisa,,Lyrisa,,,,,,,,,,,,Лірісса,Phương Nhi
f_name.tanaya.829,Лерилла,Melenia,,Melenia,,,,,,,,,,,,Меленія,Phúc Diệp
f_name.tanaya.830,Артемели,Thalissa,,Thalissa,,,,,,,,,,,,Талісса,Phượng Quyên
f_name.tanaya.831,Филориса,Peridora,,Peridora,,,,,,,,,,,,Перідора,Phương Mai
f_name.tanaya.832,Дерела,Calliste,,Calliste,,,,,,,,,,,,Калісте,Phúc Hương
f_name.tanaya.833,Леренда,Helinora,,Helinora,,,,,,,,,,,,Гелінора,Phượng Hạnh
f_name.tanaya.834,Терофа,Thesanthe,,Thesanthe,,,,,,,,,,,,Тезанте,Phương Yến
f_name.tanaya.835,Христили,Lirenia,,Lirenia,,,,,,,,,,,,Ліренія,Phúc Tuyết
f_name.tanaya.836,Домилла,Dionelle,,Dionelle,,,,,,,,,,,,Діонель,Phượng Thúy
f_name.tanaya.837,Лирила,Melanthe,,Melanthe,,,,,,,,,,,,Меланте,Phương Tâm
f_name.tanaya.838,Артелена,Cyranthe,,Cyranthe,,,,,,,,,,,,Кіранте,Phúc Nhi
f_name.tanaya.839,Филамена,Phaelora,,Phaelora,,,,,,,,,,,,Фелора,Phượng Đào
f_name.tanaya.840,Терелла,Lysimara,,Lysimara,,,,,,,,,,,,Лисімара,Phương Linh
f_name.tanaya.841,Лорилла,Theloria,,Theloria,,,,,,,,,,,,Телорія,Phúc Tường
f_name.tanaya.842,Деренда,Perinna,,Perinna,,,,,,,,,,,,Перінна,Phượng Hòa
f_name.tanaya.843,Филора,Doralette,,Doralette,,,,,,,,,,,,Доралете,Phương Quyên
f_name.tanaya.844,Терамира,Calidora,,Calidora,,,,,,,,,,,,Калдора,Phúc An
f_name.tanaya.845,Лиромена,Lysette,,Lysette,,,,,,,,,,,,Лісетт,Phượng Bích
f_name.tanaya.846,Демила,Thessina,,Thessina,,,,,,,,,,,,Тесінна,Phương Diệp
f_name.tanaya.847,Сирилла,Meloria,,Meloria,,,,,,,,,,,,Мелорія,Phúc Minh
f_name.tanaya.848,Артела,Cyrista,,Cyrista,,,,,,,,,,,,Циріста,Phượng Nhu
