Key,Comments,Russian,English,English - final,Czech,PortugueseBrazilian,Spanish,Polska,SimplifiedChinese,TraditionalChinese,Japanese,Korean,Deutsch,French,Italiana,Turkish,Hungarian,Ukrainian,Vietnamese
prophecy.letter_announce.tree_bug,"жучок поражает деревья, мало древесины","Я видела плохой сон. Темные стволы деревьев без листвы словно неподвижные статуи стояли вместо твоих зелёных лесов. Надеюсь, ты знаешь что делать!",I had a bad dream. Dark trunks of leafless trees like motionless statues stood instead of your green forests. I hope you know what to do!,I had a bad dream. Dark trunks of leafless trees like motionless statues stood instead of your green forests. I hope you know what to do!,"Zdál se mi zlý sen. Namísto tvých zelených lesů stály temné pařezy bezlistých stromů jako nehybné sochy. Doufám, že víš, co máš dělat!","Tive um sonho ruim. Troncos escuros de árvores sem folhas, como estátuas imóveis, estavam no lugar das florestas verdes. Espero que você saiba o que fazer!","He tenido una pesadilla. Tus verdes bosques habían sido sustituidos por árboles de troncos negros y sin hojas, que asemejaban estatuas sin vida. ¡Espero que sepas lo que tienes que hacer!","Miałam proroczy sen. Mroczne pnie bezlistnych drzew stały nieruchomo niczym posągi w miejscu dawnego lasu. Mam nadzieję, że wiesz, jak temu zaradzić!",我做了一个噩梦。你成荫的森林只剩下了光秃秃的树干，像一动不动的雕像。希望你能知道如何应对！,我做了場惡夢。夢中你的森林毫無綠意，只剩下光禿禿的焦黑樹幹，猶如靜止的雕像。希望你知道該怎麼做。,悪い夢を見た。葉のない木々幹が、動かない彫像のように、緑生い茂る森の代わりに暗く佇んでいる。何をすべきかわかっていることを祈る！,악몽을 꾸었다. 그대의 초록빛 숲 대신 움직이지 않는 조각상처럼 잎이 하나도 없는 나무의 어두운 그루터기가 세워져 있는 꿈이었지. 어떻게 해야 하는지 알 것이다!,"Ich hatte einen schlechten Traum. Dunkle, kahle und leblose Bäume standen anstelle deiner grünen Wälder, regungslos, Statuen gleich. Ich hoffe du weißt, was zu tun ist!","J'ai fait un mauvais rêve. Des arbres noircis au feuillage vide se tenaient là, en lieu et place de nos luxuriantes forêts. J'espère que vous savez ce qu'il vous reste à faire.","Ho avuto un incubo. Al posto delle foreste lussureggianti, non vi erano altro che tronchi spogli e immobili come statue. Spero che tu sappia cosa fare!",Bir kâbus gördüm. Ormanda yemyeşil ağaçlar yerine yapraksız ağaçların kara gövdeleri heykel gibi duruyordu. Umarım ne yapman gerektiğini biliyorsundur!,"Baljós álmot láttam. A zöld erdők helyében lombtalan fák sötét csonkjai meredeztek, akár valami mozdulatlan szobrok. Remélem, tudod, mit kell tenned!","Мені наснився поганий сон. Темні стовбури голих дерев, як нерухомі статуї, стояли на місці ваших зелених лісів. Сподіваюся, ви знаєте, що робити!","Tôi đã có một giấc mơ tồi tệ. Những thân cây tối tăm không có lá, như những bức tượng bất động, thay thế cho những cánh rừng xanh tươi của bạn. Tôi hy vọng bạn biết phải làm gì!
"
prophecy.letter_announce.rats_invasion,"нашествие крыс , еда уничтожается кажж день","В нектарном забытье у меня было видение. На алтаре увидела я крысу, поедающую плоть только что рожденного ягнёнка. Предвещаю я голод и беды в твоём королевстве!","In nectar oblivion, I had a vision. On the altar, I saw a rat devouring the flesh of a newly born lamb. I foretell hunger and troubles in your kingdom!","In nectar oblivion, I had a vision. On the altar, I saw a rat devouring the flesh of a newly born lamb. I foretell hunger and troubles in your kingdom!",V nektarovém zapomnění ke mně přišla vidina! Na oltáři byla krysa požírající maso novorozeného jehněte. Předvídám ve tvém království hlad a nesnáze!,"Na inconsciência do néctar, tive uma visão. No altar, vi um rato devorando a carne de um cordeiro recém-nascido. Eu profetizo fome e problemas em seu reino!","En un trance de néctar, he tenido una visión. En el altar, vi una rata devorando la carne de un cordero recién nacido. Pronostico hambre y problemas en tu reino.",W nektarowej wizji ujrzałam przyszłość. Na ołtarzu stał szczur pożerający truchło nowo narodzonego jagnięcia. Wieszczę głód i niepokoje!,饮尽杯中的蜜酿，我看到了一个幻象。在祭坛上，我看见一只老鼠正在吞食一头新生羊羔的肉。我预见到你的王国将会面临饥荒和灾难！,日前，蜜露為我捎來一場幻象：我見到一頭老鼠，正在祭壇上吞吃著一隻新生羔羊的肉。我預言災厄與飢荒將造訪你的王國！,ネクタルがもたらす忘却の中で、私は幻を見た。祭壇の上で、ネズミが生まれたばかりの子羊の肉をむさぼるのを見た。あなたの王国に飢えと災いが起こることを予言します！,넥타 망각에서 환영을 보았다. 제단에서 갓 태어난 아기 양의 살점을 뜯는 쥐가 보였지. 왕국에 굶주림과 고난이 닥칠 것이다!,"Ich hatte im Rausch des Nektars eine Vision. Auf dem Altar sah ich, wie eine Ratte das Fleisch eines neu geborenen Lammes verzehrte. Ich prophezeie Hunger und Missstände in deinem Königreich!","Sous l'effet du nectar, j'ai eu une vision. J'ai vu un rat dévorer la chair d'un agneau sous l'idole. Cela annonce la famine et les ennuis pour notre royaume.",L'oblio del nettare mi ha portato una visione. Ho visto un ratto divorare la carne di un agnello sull'altare. Prevedo carestia e difficoltà nel tuo regno!,Nektar etkisi altındayken bir şey gördüm. Bir sıçan sunakta yeni doğmuş bir kuzuyu yiyordu. Krallığını saracak açlık ve belanın haberini veriyorum!,"Nektármámorban látomásom volt. Egy patkányt láttam az oltáron, amint egy újszülött bárány húsát falja. Éhínség és veszedelem leselkedik királyságodra!","В нектарному забутті мені явилося видіння. На вівтарі я побачив пацюка, який пожирав м’ясо щойно народженого ягняти. Я віщую голод і біду у вашому королівстві!","Trong cơn mê của mật hoa, tôi đã nhìn thấy. Trên bàn thờ, tôi thấy một con chuột đang ăn thịt của một con cừu mới sinh. Tôi tiên đoán nạn đói và rắc rối trong vương quốc của bạn!"
prophecy.letter.finish,,"Наши караванщики говорят, что черная тень бедствий отступила. Я надеюсь, все кто вам дороги, живы и здоровы. Но боюсь это не последнее испытание, которое Мать София посылает нам за наши грехи.",Our caravaneers say that the black shadow of calamity has receded. I hope all your loved ones are alive and well. But I'm afraid this is not the last trial that Mother Sophia sends us for our sins.,Our caravaneers say that the black shadow of calamity has receded. I hope all your loved ones are alive and well. But I'm afraid this is not the last trial that Mother Sophia sends us for our sins.,"Naši karavanáři říkají, že černý stín kalamity ustoupil. Doufám, že všichni tvoji milovaní jsou naživu a zdrávi. Obávám se, že to nebyla poslední zkouška, která na nás Matka Sofie seslala za naše hříchy.",Nossos caravaneiros dizem que a sombra escura da calamidade se dissipou. Espero que todos aqueles que você ama estejam vivos e bem. Mas receio que esta não seja a última prova que Mãe Sofia nos envia por nossos pecados.,"Nuestros caravaneros dicen que la sombra negra de la calamidad ha remitido. Espero que todos tus seres queridos se encuentren bien, pero me temo que no es la última prueba que la Madre Sophia nos enviará por nuestros pecados.","Nasze karawany donoszą, że mroczny cień plagi już słabnie. Mam nadzieję, że wszyscy Twoi bliscy pozostają w dobrym zdrowiu. Jednak obawiam się, że nie jest to ostatnia próba, jakiej podda nas jeszcze Święta Zofia za nasze grzechy.",我们的商队称灾难的阴影已经退去。我希望你所爱的人都还活着。但恐怕圣母索菲亚还会对我们的罪孽降下审判。,聽聞我們的商隊說，災厄的暗影已經褪去。希望你的家人和至親皆安好無恙。不過，恐怕這不會是聖母索菲亞最後一次用審判來懲罰我們的罪孽。,キャラバン隊は、災難の黒い影は後退したと言っている。愛する人たちが皆、元気で生きていることを願っている。しかし、聖母ソフィアが罪を犯した我々に与える試練は、これが最後ではないだろう。,상단 상인들이 재앙의 어두운 그림자가 물러났다고 한다. 그대가 사랑하는 이들이 무사하기를 바라지. 하지만 이번이 죄에 대한 성모 소피아의 마지막 심판이 아닐 것이기에 걱정이군.,"Unsere Karawaniere sagen, dass sich der schwarze Schatten der Katastrophe zurückgezogen hat. Ich hoffe, deine Lieben sind am Leben und wohlauf. Doch ich befürchte, dies ist nicht die letzte Prüfung, die uns Mutter Sophia für unsere Sünden aufbürdet.","Les gens de la Caravane nous disent que l'ombre noire du fléau s'est éloignée. J'espère que tous vos proches sont sains et saufs, mais je crains que ce ne soit pas la dernière épreuve que nous envoie Mère Sophia pour nous punir de nos péchés.","I carovanieri affermano che la minaccia della catastrofe si è ritirata. Spero che i tuoi cari siano sani e salvi. Tuttavia, temo che non sia l'ultimo castigo che Madre Sofia manderà per i nostri peccati.","Kervancılarımız musibetin kara gölgesinin ortadan kalktığını söylüyor. Umarım sevdiklerin iyidir ve hayattadır fakat bunun, günahlarımız için Sophia Ana'nın bizi son sınayışı olduğunu sanmıyorum.","A karavánvezetők azt mondják, hogy a csapás fekete árnyéka elvonult. Remélem, a szeretteid mind életben és jól vannak. De attól tartok, nem ez volt az utolsó próbatétel, amelyet Szófia Anya a vétkeinkért kiszab ránk.","Наші караванники кажуть, що чорна тінь лиха відступила. Сподіваюся, що всі ваші близькі живі й здорові. Але, боюся, це не останнє випробування, яке посилає нам Мати Софія за наші гріхи.",Những người chở hàng của chúng tôi nói rằng cái bóng đen của tai họa đã lùi xa. Tôi hy vọng tất cả những người thân yêu của bạn đều an toàn và khỏe mạnh. Nhưng tôi e rằng đây không phải là thử thách cuối cùng mà Mẹ Sophia gửi đến chúng ta vì tội lỗi của chúng ta.
letter.sign.matriarch,,"С нежностью в сердце, Матриарх","With tenderness in my heart,
Matriarch","With tenderness in my heart,
Matriarch","Matriarcha, která tě miluje","Com ternura em meu coração,
Matriarca",La matriarca que te quiere,Kochająca Matrona,"慈悲为怀，
女教皇","心懷溫柔
國母","思いやりを添えて、
女家長","진심 어린 애정을 담아,
총대주교","Mit gütigem Herzen,
die Matriarchin","Avec toute ma tendresse,
La Matriarche","Con tutta la tenerezza del mio cuore,
la matriarca","Kalbimdeki tüm şefkatle,
Maderşah",A Mátriárka szeret téged.,"Матріарх, що любить вас","Với tình cảm chân thành,
Matriarch
"
,,,,,,,,,,,,,,,,,,,
,новые письма,,,,,,,,,,,,,,,,,,
letter.post.diplomat_1,,"Хорошего исхода, скажу вам честно, я не ожидал. Однако я безмерно рад, что вражда наша осталось в прошлом. Что миновало - то забыть пора, разве не так? ","Verily, a favorable outcome, I must confess, I did not anticipate. Yet, I am exceedingly glad that our enmity lies in the past. What is past is to be forgotten, is it not so?","Verily, a favorable outcome, I must confess, I did not anticipate. Yet, I am exceedingly glad that our enmity lies in the past. What is past is to be forgotten, is it not so?","Vpravdě příznivý výsledek a přiznám se, že moje očekávání byla jiná. Přesto mám nesmírnou radost, že naše nevraživost je už minulostí. Co už bylo, má se zapomenout, není-liž pravda?","Verdadeiramente, devo confessar que não antecipava um desfecho favorável. Ainda assim, estou extremamente feliz que nossa inimizade pertença ao passado. O que passou deve ser esquecido, não é verdade?","Desde luego, se trata de un resultado favorable que confieso no haber anticipado. No obstante, me alegra enormemente que nuestra enemistad sea agua pasada, y lo que queda en el pasado acaba olvidándose, ¿verdad?","To zaiste korzystna nowina. I niespodziewana. Ale naprawdę cieszę się, że niesnaski zostawiamy już za sobą. Co było, a nie jest, nie pisze się w rejestr, czyż nie?",说真的，我必须承认，我没有想到到会有这么好的结果。当然，我最高兴的还是我们已经不再彼此为敌。过去的事，就让它过去吧，你觉得呢？,我得承認，我著實沒料到我們會重新建交，但我心中無比欣慰。我們之間的恩怨已成過去，而過去的事就別再提起了，對吧？,本当に、このような形になることは正直言って予想していなかった。しかし、我々の敵対関係が過去のものとなったことを非常にうれしく思う。過去は過去として水に流そうではないか。,진정으로 좋은 결과로군. 인정하건대 이런 건 생각도 못 했다네. 우리의 증오가 이제 과거의 일이 되었다는 게 몹시 기쁘군. 과거는 잊으라고 있는 거 아니겠나?,"Wahrlich ein günstiges Ergebnis, das ich zugegebenermaßen nicht kommen sah. Doch ich bin überaus erfreut, dass unsere Feindseligkeiten der Vergangenheit angehören. Vergeben und vergessen, nicht wahr?","Voilà une issue plus que favorable que je n'avais pas su prédire. Et pourtant, voir que notre animosité appartient maintenant au passé me réjouit. Et ne dit-on pas que le passé doit être oublié ?","Un esito favorevole che, lo ammetto, non mi aspettavo. Eppure, sono oltremodo felice che la nostra inimicizia faccia parte del passato. E il passato va dimenticato, dico bene?","Olumlu bir sonuç beklemediğimi itiraf etmeliyim ancak aramızdaki husumetin geçmişte kalmasından çok memnunum. Ne de olsa geçmişe mazi derler, değil mi?","Igazán kedvező kimenetel, amire – be kell valljam – nem számítottam. Mégis rendkívül örülök, hogy ellenségeskedésünk már a múlté. Ami elmúlt, a felejtés homálya kell fedje, úgy-e?","Воістину, від серця зізнаюсь, що на сприятливий результат мені чекати не доводилось. Але ж яке то щастя, що наша ворожнеча залишилася в минулому. А минуле має залишатися в минулому.","Thực lòng mà nói, tôi không ngờ kết quả lại thuận lợi như vậy. Tuy nhiên, tôi rất vui mừng rằng sự thù địch của chúng ta đã trở thành quá khứ. Những gì đã qua thì nên được quên đi, phải không?
"
letter.post.diplomat_2,,"Твои усилия восстановить мир между нашими королевствами, должен тебе признаться, я ценю. Однако, благородность твоего поступка не означает что теперь тебе я буду доверять.","Your efforts to restore peace between our kingdoms, I must acknowledge, I esteem. However, the nobility of your deed does not entail my trust henceforth.","Your efforts to restore peace between our kingdoms, I must acknowledge, I esteem. However, the nobility of your deed does not entail my trust henceforth.","Musím uznat, že si vážím tvé snahy obnovit mír mezi našimi královstvími. Ušlechtilost tvého skutku se však mé důvěře nadále těšit nebude.","Eu estimo seus esforços para restaurar a paz entre nossos reinos, devo reconhecer. No entanto, a nobreza de sua ação não implica minha confiança doravante.","Reconozco que valoro tus esfuerzos para restaurar la paz entre nuestros reinos. Sin embargo, la nobleza de tus actos no garantiza mi total confianza en lo sucesivo.","Szanuję i doceniam Twoje starania, aby pomiędzy naszymi królestwami zapanował pokój. Jednak godność Twych czynów nie oznacza, że od razu Ci ufam.",我认可并尊重你为恢复两国之间的和平所做的努力。然而，从今以后，我不会再因为你的高尚之举信任你。,我得承認，我非常欣賞閣下對於促成我們雙方和平的努力。不過，這並不代表我馬上就能完全信任你。,両王国の平和を取り戻そうとする貴殿の努力は認めざるを得ない。しかしながら、行いが尊いからといって、今後の信頼につながるとは考えないでほしい。,우리 왕국 사이에 평화를 되돌리려는 그대의 노력은 진심으로 대단하네. 하지만 이제부터 자네가 한 그런 행위의 고결함에는 나의 신뢰가 수반되지 않을 걸세.,"Deine Mühen, den Frieden zwischen unseren Königreichen wiederherzustellen, nehme ich wohlwollend zur Kenntnis. Doch trotz deiner edlen Taten ist dir mein Vertrauen in Zukunft keineswegs gewiss.","Vos efforts pour rétablir la paix entre nos royaumes sont, je dois bien l'avouer, une source de joie. Cependant, ne vous attendez pas à gagner ma confiance dès l'instant où vous faites preuve de noblesse.","Devo riconoscere che il tuo impegno per riportare la pace tra i nostri regni è stato magistrale. Tuttavia, la nobiltà delle tue azioni non suscita la mia futura fiducia.",Doğrusu krallıklarımız arasındaki barışı yeniden sağlama çabalarına hayranım ancak yaptıklarının yüceliği ne yazık ki güvenimi sağlamıyor.,A királyságaink közti béke helyreállítására tett erőfeszítéseidet nagyra becsülöm. Nemes tetteid azonban mégsem keltenek bennem bizodalmat.,"Мушу визнати, я ціную ваші зусилля щодо відновлення миру між нашими королівствами. Однак благородство вашого вчинку не викликає моєї довіри віднині.","Những nỗ lực của bạn nhằm khôi phục hòa bình giữa các vương quốc của chúng ta, tôi phải công nhận, tôi đánh giá cao. Tuy nhiên, sự cao quý của hành động đó không đồng nghĩa với việc tôi sẽ tin tưởng bạn từ giờ trở đi."
letter.post.vassal_out_1,,"Знай, что подчиняться тебе я больше не намерен. И если ищешь причину моего неповиновения, взгляни в зеркало. В трудный момент помощи я от тебя не дождался. С этого момента твое королевство стало меньше.","Know that I am no longer inclined to submit to you. And if you seek the reason for my disobedience, look in the mirror. In my hour of need, I received no aid from you. Henceforth, your kingdom is diminished.","Know that I am no longer inclined to submit to you. And if you seek the reason for my disobedience, look in the mirror. In my hour of need, I received no aid from you. Henceforth, your kingdom is diminished.","Věz, že už nadále nemám sklon se ti podvolovat. A pakliže tě zajímá důvod mé neposlušnosti, podívej se do zrcadla. V okamžiku nouze mi od tebe žádná pomoc nedorazila. Tímto se tvé království zmenšilo.","Saiba que já não tenho inclinação a me submeter a você. E se busca a razão da minha desobediência, olhe no espelho. Na minha hora de necessidade, você não me ajudou. Daqui para frente, seu reino está diminuído.","Has de saber que ya no estoy dispuesto a someterme a ti. Y si buscas el motivo de mi desobediencia, mírate en el espejo. Cuando más la he necesitado, no he recibido tu ayuda. A partir de ahora, tu reino se reduce.","Informuję, że nie muszę już chylić przed Tobą czoła. A jeśli chcesz poznać przyczynę mego nieposłuszeństwa, spójrz w lustro. W czarną godzinę nie otrzymałem od Ciebie najmniejszej pomocy. Dlatego opuszczam Twe królestwo.",我正式向你发出通知，我不会再听命于你了。如果你想知道为什么，不妨先问问自己。在我需要帮助的时候，你却拒绝伸出援手。从今以后，你的王国势力将会削弱。,鄭重聲明，我不願再臣服於你。若閣下對我的違抗感到納悶，請好好反省自己。在我最需要幫助的時候，你並沒有伸出援手。此後，我將不再奉你為主。,私はもうあなたに服従する気はない。あなたに従わない理由をお探しなら、鏡を見ることを勧めます。私が苦しい立場にあっても、あなたから何の援助も受けられなかった。今後、あなたの王国は衰退する。,"내가 더 이상 복종할 마음이 없다는 걸 알아두길 바라네. 내 불충의 이유를 찾고 싶다면, 거울을 보도록 해. 도움이 필요한 시기에 난 전혀 도움을 받지 못했지. 그에 따라 왕국이 작아진 거라고 생각하게.","Du sollst wissen, dass ich nicht länger die Absicht hege, mich dir unterzuordnen. Und wenn du den Grund für meinen Ungehorsam erfahren willst, musst du lediglich in den Spiegel blicken. Als ich mich in schlimmster Not befand, hast du mir Unterstützung verweigert. Dein Königreich ist nun schlicht weniger wert.","Je vous informe que mon royaume ne se soumettra plus au vôtre désormais. Si vous voulez en connaître la raison, regardez-vous dans un miroir. Je n'ai reçu aucune aide de vous lorsque j'en avais besoin, c'est pourquoi votre royaume se retrouve réduit.","Sappi che non ho intenzione di sottomettermi oltre al tuo comando. Se desideri una ragione per la mia disobbedienza, guardati allo specchio. Nell'ora del bisogno, non mi hai concesso alcun aiuto. D'ora innanzi, il tuo regno si riduce.",Artık sana boyun eğmediğimi bilesin. İtaatsizliğimin nedenini ararsan aynaya bak. Sana ihtiyacım olduğunda yardımıma koşmadın. Bu yüzden krallığın benim için bitmiştir.,"Tudd, hogy már nem szándékozom magam igád alá vetni. És ha engedetlenségem okát keresnéd, nézz a tükörbe. A szükség órájában nem siettél segítségemre. A királyságod ezennel megfogyatkozék.","Знайте, що більше я вам не підкорюся. У пошуках причини мого непослуху подивіться в дзеркало. У скрутну годину ви кинули мене. Відтепер ваше королівство точитиметься у зневазі.","Hãy biết rằng tôi không còn có ý định phục tùng bạn nữa. Nếu bạn tìm kiếm lý do cho sự phản bội của tôi, hãy nhìn vào gương. Trong giờ phút cần thiết, tôi không nhận được sự trợ giúp từ bạn. Từ nay về sau, vương quốc của bạn sẽ bị suy yếu."
letter.post.vassal_out_2,,"Клятва о военной помощи была тобой дана, когда я согласился стать твоим вассалом. И что в ответ? Дань тобой назначенную я тебе платил, но в трудную минуту ты меня покинул. Отныне я не твой вассал.","The vow of military assistance was given by you when I agreed to become your vassal. And what in return? The tribute appointed by you, I faithfully paid, yet in a dire moment, you abandoned me. Henceforth, I am not your vassal.","The vow of military assistance was given by you when I agreed to become your vassal. And what in return? The tribute appointed by you, I faithfully paid, yet in a dire moment, you abandoned me. Henceforth, I am not your vassal.","Když jsme se dohodli, že budu tvým vazalem, oplátkou mi byl slib vojenské pomoci. A jak to dopadlo? Tebou stanovený příspěvek byl včas zaplacen, ale v okamžiku nouze tě nenapadlo nic jiného než mě opustit. Proto už tvým vazalem nejsem.","O juramento de assistência militar foi feito por você quando concordei em me tornar seu vassalo. O que recebi em troca? O tributo designado por você, eu paguei fielmente, mas em um momento de necessidade, você me abandonou. Daqui para frente, não lhe devo mais vassalagem.","Hiciste un juramento de proporcionar apoyo militar cuando entré a tu vasallaje. ¿Y qué recibo a cambio? Pagar puntualmente un tributo que has fijado tú, pero sufrir tu abandono en momentos de necesidad. A partir de ahora, dejo el vasallaje.","Jako wasal miałem zapewnienie, że otrzymam w razie potrzeby pomoc wojskową. W zamian płaciłem uczciwie wyznaczoną daninę. Jednak w godzinę próby zostałem porzucony na pastwę wroga. I dlatego już nie jestem Twym wasalem.",当我同意成为你的附庸时，你就承诺要提供军事援助。然而，你言而无信。我忠实地进献了你指定的贡金，但在危急关头你却抛弃了我。从今以后，我不再是你的附庸。,當初我答應成為封臣，是因為你承諾會提供軍事援助，結果呢？我一直切實地繳納貢品，危急時刻你卻離我而去。此後，我將不再做你的封臣。,軍事援助の誓いは、私があなたの家臣になることに同意したときに、あなたが我々に約束したことです。見返りとして、我々はあなたが指定した貢ぎ物を忠実に支払ってきた。だが我々が苦しんでいる時に、あなたは私を見捨てた。もう、私はあなたの家臣ではありません。,"내가 봉신이 되기로 했을 때, 나는 군사 지원을 약속받았지. 그 대가로 나는 그대가 지정한 공물을 성실히 갖다 바쳤네. 하지만 중요한 순간에 나를 저버리더군. 이제 나는 봉신을 그만두겠네.","Als ich zustimmte, dein Vasall zu werden, hast du mir militärische Unterstützung zugesprochen. Und die Gegenleistung? Ein Tribut, den ich verlässlich an dich bezahlt habe – und doch hast du mir in der Not die Hilfe verweigert. Ich bin nicht länger dein Vasall.","Lorsque j'ai accepté que mon royaume devienne vassal du vôtre, vous avez juré d'apporter un soutien militaire en cas de nécessité. J'ai payé avec loyauté le tribut que vous aviez choisi et pourtant, quand j'ai eu besoin de vous, vous avez trahi ma confiance. C'est pourquoi je mets fin à mon allégeance.","Hai giurato aiuti militari quando ho accettato il legame di vassallaggio. E cosa ho ottenuto? Nonostante io abbia pagato debitamente il tributo che hai imposto, mi hai abbandonato nel momento del bisogno. D'ora innanzi, non sottostarò più ai tuoi ordini.",Vasalın olmayı kabul ettiğimde bana askerî yardım temini vermiştin. Karşılığında ne aldın? İstediğin haracı zamanında ödedim ama zor zamanımda beni tek başıma bıraktın. Bu yüzden artık vasalın değilim.,"Megesküdtél, hogy hadi ügyeimben támogatsz, mikor beleegyeztem, hogy a vazallusod legyek. És cserébe mit kaptam? A kiszabott hűbéradót hűen fizettem, de a vész pillanatában te cserben hagytál. Ezentúl hát nem vagyok a vazallusod.","Обітницю військової допомоги ви дали, отримавши мою згоду стати вашим васалом. Та ці слова пусті. Ви отримали вами призначену данину без обиняк і безсовісно кинули мене в тяжку хвилину. Відтепер із васалітетом покінчено.","Lời hứa về sự trợ giúp quân sự đã được bạn đưa ra khi tôi đồng ý trở thành chư hầu của bạn. Và đổi lại là gì? Tôi đã trung thành trả các khoản cống nạp do bạn chỉ định, nhưng trong lúc hiểm nghèo, bạn đã bỏ rơi tôi. Từ nay, tôi không còn là chư hầu của bạn nữa."
letter.emperor,,"Мы сожалеем, что твоя гордыня довела тебя до такого кощунства, что ты решил разрушить божественный порядок мира, установленный самой Матерью Софией. К сожалению, увещевания тут бесполезны. Строгий Отец и его братья-инквизиторы собираются в дорогу. Да простит тебя София!","We regret that your pride has led you to such blasphemy that you decided to destroy the divine order of the world established by Mother Sophia herself. Unfortunately, admonitions are useless here. The Strict Father and his fellow inquisitors are preparing to set out. May Sophia forgive you!","We regret that your pride has led you to such blasphemy that you decided to destroy the divine order of the world established by Mother Sophia herself. Unfortunately, admonitions are useless here. The Strict Father and his fellow inquisitors are preparing to set out. May Sophia forgive you!","Je nám líto, že tě tvá pýcha dovedla k takovému rouhačství a k rozhodnutí zničit boží světořád založený samotnou Matkou Sofií. Napomenutí je zde bohužel k ničemu. Přísný otec a jeho inkvizitoři se připravují vyrazit. Kéž ti Sofie odpustí!","Nós lamentamos que seu orgulho lhe tenha levado a cometer tal blasfêmia que você decidiu destruir a ordem divina do mundo estabelecida pela própria Mãe Sofia. Infelizmente, avisos serão inúteis. O Pai Rigoroso e os demais inquisidores estão se preparando para partir. Que Sofia lhe perdoe!","Lamentamos que tu orgullo te haya conducido a la blasfemia que supone destruir el orden divino del mundo, establecido por la mismísima Madre Sophia. Por desgracia, las reprimendas no sirven de nada en este caso. El padre estricto y sus compañeros inquisidores se preparan para partir. ¡Que Sophia te perdone!","Z żalem przyjmujemy wiadomość o tym, iż zamierzasz zburzyć święty porządek świata ustanowiony przez samą Świętą Zofię. Twa duma sprowadziła Cię na manowce. Czas rozmów dobiegł końca. Surowy Ojciec i jego Inkwizytorzy przygotowują wyprawę na Twoje włości. Niech Święta Zofia Ci przebaczy!",你的狂妄自大已经蒙蔽了你的心智，否则你不会执意摧毁圣母索菲亚亲自为这个世界建立的神圣秩序，此种渎神行为实在令人遗憾。很不幸，警告已经毫无作用。严父及其审判官同僚即将出发。愿索菲亚宽恕你！,你的傲慢竟促使你決定摧毀聖母索菲亞建立的神聖世界秩序，此等褻瀆行徑令我們遺憾。可惜勸戒已無用武之地。嚴父及其判士已準備出發。願聖母索菲亞寬恕你！,あなたの高慢さゆえに、聖母ソフィアによって確立された世界の神聖な秩序を破壊するなどという冒涜行為に至ったことを遺憾に思っている。残念だが、ここでの諫言は何の役にも立つまい。厳格な父とその仲間の審問官たちがそちらへ向かう準備をしている。聖母ソフィアの赦しがあなたに与えられるように！,그대의 오만함이 성모 소피아께서 몸소 확립하신 세계의 신성한 질서를 파괴하려는 신성 모독으로 이어지게 되어 유감스럽군. 안타깝게도 이제 경고는 무의미하겠지. 엄정한 성부와 동료 종교재판관들이 출정 준비를 하고 있네. 성모 소피아께서 그대를 용서하시기를!,"Wir bedauern, dass dich dein Stolz zu einem Akt der Blasphemie getrieben und dich dazu veranlasst hat, die göttliche Weltordnung der Mutter Sophia höchstselbst zu vernichten. Unglücklicherweise ist Tadel hier unangebracht. Der Strenge Vater und seine Gefährten der Inquisition sind abmarschbereit. Möge Sophia dir vergeben!","Il est bien malheureux que votre orgueil vous aveugle au point de vous pousser à prendre d'assaut l'ordre divin instauré par Mère Sophia en personne. Hélas, nos admonestations seront sans effet. Votre cas est entre les mains du Père autoritaire et de son Inquisition. Que Sophia vous pardonne !","Ci rammarica che il tuo orgoglio si sia tradotto in una blasfemia tale da portarti a voler distruggere l'ordine divino del mondo stabilito da Madre Sofia in persona. Sfortunatamente, le ammonizioni servono a poco, qui. Il Padre severo e i suoi inquisitori si stanno preparando a partire. Possa Sofia perdonarti!",Gururuna yenik düşerek günahkârca Sophia Ana'nın bizzat kurduğu kutsal dünya düzenini yıkmaya karar vermiş olmandan dolayı hayal kırıklığına uğradık. Ne yazık ki bu durum sadece bir ihtarla geçiştirilemez. Otoriter Baba ve Engizisyon askerleri yola çıkmaya hazırlanıyor. Sophia seni affetsin!,"Sajnáljuk, hogy büszkeséged oly istenkáromlásra késztetett, hogy elhatároztad, lerombolod a világ isteni rendjét, amit maga Szófia Anya hozott létre. Sajnos a figyelmeztetések itt hasztalanok. A Szigorú Atya és inkvizítortársai indulni készülnek. Szófia bocsásson meg neked!","Нам дуже прикро, що ваша гординя довела вас до такого блюзнірства, що ви вирішили зруйнувати божественний лад світу, встановлений самою Матір'ю Софією. На жаль, умовляння тут не допоможуть. Суворий Батько і його товариші-інквізитори готуються виступати в похід. Хай змилосердиться над вами Софія!","Chúng tôi tiếc rằng sự kiêu ngạo của bạn đã dẫn bạn đến một sự xúc phạm nghiêm trọng đến mức bạn quyết định phá hủy trật tự thần thánh của thế giới mà Mẹ Sophia đã thiết lập. Thật không may, những lời cảnh cáo ở đây là vô ích. Cha Strict và các điều tra viên của ông đang chuẩn bị xuất phát. Mong rằng Sophia sẽ tha thứ cho bạn!"
