Code,Comments,Russian,English,English - final,Czech,PortugueseBrazilian,Spanish,Polska,SimplifiedChinese,TraditionalChinese,Japanese,Korean,Deutsch,French,Italiana,Turkish,Hungarian,Ukrainian
hint_mind_sex_bribe_intimate,,"[hint_mind_caption]
Я знаю, {name} был против этого!

Причина: близкий был принужден к сексу
[hint_mind_remain_time]","[hint_mind_caption]
I know {name} was against this!

Reason: Close one was coerced into sex.
[hint_mind_remain_time]","[hint_mind_caption]
I know {name} was against this!

Reason: Close one was coerced into sex.
[hint_mind_remain_time]","[hint_mind_caption]
Já vím, že {name} za to nemůže!

Důvod: Blízká osoba byla přinucena k sexu.
[hint_mind_remain_time]","[hint_mind_caption]
Eu sei que {name} estava contra isso!

Motivo: alguém próximo foi coagido a fazer sexo.
[hint_mind_remain_time]","[hint_mind_caption]
Sé que {name} estaba en contra de esto.

Motivo: han forzado a un allegado a tener sexo.
[hint_mind_remain_time]","[hint_mind_caption]
To musiał być przymus! Przecież wiem, że {name} tak nie robi!

Powód: bliską osobę zmuszono do seksu.
[hint_mind_remain_time]","[hint_mind_caption]
我知道{name}不情愿！

原因：亲密的人被迫发生性关系。
[hint_mind_remain_time]","[hint_mind_caption]
我知道{name}反抗此事！

原因：親近之人被強迫性交。
[hint_mind_remain_time]","[hint_mind_caption]
{name}が反対しているのはわかっている！

理由：近親者が性行為を強要された。
[hint_mind_remain_time]","[hint_mind_caption]
{name}은(는) 분명히 반대했다고!

이유: 가까운 사람이 성관계를 강요당함.
[hint_mind_remain_time]","[hint_mind_caption]
Ich weiß, dass {name} hinter all dem steckt!

Grund: Nahestehende Person wurde zum Sex genötigt.
[hint_mind_remain_time]","[hint_mind_caption]
{name} n'aurait jamais accepté, je le sais !
 
Raison : un proche a été contraint à avoir une relation sexuelle.
[hint_mind_remain_time]","[hint_mind_caption]
So che {name} non era d'accordo!

Motivo: una persona vicina è stata costretta a fare sesso.
[hint_mind_remain_time]","[hint_mind_caption]
{name} buna karşıydı, biliyorum!

Nedeni: Bir yakını sekse zorlandı.
[hint_mind_remain_time]","[hint_mind_caption]
Tudom, hogy {name} ellenkezett!

Az oka: Egy hozzá közel állót szexre kényszerítettek.
[hint_mind_remain_time]","[hint_mind_caption]
Я знаю, {name} проти цього!

Причина: примушення близького до сексу.
[hint_mind_remain_time]"
hint_mind_sex_bribe_slave,,"[hint_mind_caption]
Зато денег теперь хватит надолго...
[hint_mind_remain_time]","[hint_mind_caption]
But now there's enough money for a long time...
[hint_mind_remain_time]","[hint_mind_caption]
But now there's enough money for a long time...
[hint_mind_remain_time]","[hint_mind_caption]
Ale teď bude peněz na dlouhou dobu dost...
[hint_mind_remain_time]","[hint_mind_caption]
Mas agora temos dinheiro para bastante tempo...
[hint_mind_remain_time]","[hint_mind_caption]
Al menos, ahora tengo suficiente dinero para bastante tiempo...
[hint_mind_remain_time]","[hint_mind_caption]
Ale teraz pieniędzy wystarczy na długo…
[hint_mind_remain_time]","[hint_mind_caption]
但现在可以很长一段时间不愁钱了……
[hint_mind_remain_time]","[hint_mind_caption]
但現在有一筆可以花很久的錢了……
[hint_mind_remain_time]","[hint_mind_caption]
でも、今なら長期間の備えた十分な資金がある...
[hint_mind_remain_time]","[hint_mind_caption]
그래도 이제 한동안 돈이 부족하진 않을 거야...
[hint_mind_remain_time]","[hint_mind_caption]
Aber jetzt reicht das Geld für lange Zeit ...
[hint_mind_remain_time]","[hint_mind_caption]
Je n'aurai plus de soucis d'argent avant un bon moment désormais…
[hint_mind_remain_time]","[hint_mind_caption]
Ma ora c'è denaro a sufficienza per un lungo periodo...
[hint_mind_remain_time]","[hint_mind_caption]
Ama artık uzun süre yetecek kadar para var.
[hint_mind_remain_time]","[hint_mind_caption]
De most legalább hosszú időre elég a pénzem…
[hint_mind_remain_time]","[hint_mind_caption]
Але тепер грошей вистачить надовго…
[hint_mind_remain_time]"
hint_mind_sex_coercion_fail,,"[hint_mind_caption]
Мне больно, но моя честь сохранена!
[hint_mind_remain_time]","[hint_mind_caption]
It hurts, but my honor is preserved!
[hint_mind_remain_time]","[hint_mind_caption]
It hurts, but my honor is preserved!
[hint_mind_remain_time]","[hint_mind_caption]
Bolí to, ale moje čest zůstala bez úhony!
[hint_mind_remain_time]","[hint_mind_caption]
Dói, mas minha honra está preservada!
[hint_mind_remain_time]","[hint_mind_caption]
Duele, pero mi honor está intacto.
[hint_mind_remain_time]","[hint_mind_caption]
To boli, ale honor zachowany!
[hint_mind_remain_time]","[hint_mind_caption]
虽然很痛，但我保全了体面！
[hint_mind_remain_time]","[hint_mind_caption]
雖然受傷了，但我保護了我的榮耀！
[hint_mind_remain_time]","[hint_mind_caption]
痛みはあるが、私の名誉は守られる！
[hint_mind_remain_time]","[hint_mind_caption]
아프긴 하지만, 그래도 명예를 지켰어!
[hint_mind_remain_time]","[hint_mind_caption]
Es schmerzt, doch meine Ehre ist gerettet!
[hint_mind_remain_time]","[hint_mind_caption]
C'est douloureux, mais mon honneur reste intact !
[hint_mind_remain_time]","[hint_mind_caption]
Fa male, ma il mio onore è preservato!
[hint_mind_remain_time]","[hint_mind_caption]
Canımı yakıyor ancak onurumu korudum!
[hint_mind_remain_time]","[hint_mind_caption]
Fáj, de a becsületem megmaradt!
[hint_mind_remain_time]","[hint_mind_caption]
Це боляче, але моя честь збережена!
[hint_mind_remain_time]"
hint_mind_sex_coercion_success,,"[hint_mind_caption]
Что я мог противопоставить насилию? 
[hint_mind_remain_time]","[hint_mind_caption]
What could I have done against violence?
[hint_mind_remain_time]","[hint_mind_caption]
What could I have done against violence?
[hint_mind_remain_time]","[hint_mind_caption]
Co se dalo dělat proti násilí?
[hint_mind_remain_time]","[hint_mind_caption]
O que eu poderia ter feito contra a violência?
[hint_mind_remain_time]","[hint_mind_caption]
¿Qué podría haber hecho contra la violencia?
[hint_mind_remain_time]","[hint_mind_caption]
Przed przemocą nie dało się obronić.
[hint_mind_remain_time]","[hint_mind_caption]
对方暴力无情，我又能怎么办？
[hint_mind_remain_time]","[hint_mind_caption]
我有什麼方法反抗暴力？
[hint_mind_remain_time]","[hint_mind_caption]
暴力に抵抗して何かできたのだろうか？
[hint_mind_remain_time]","[hint_mind_caption]
폭력에 저항할 수 없었어...
[hint_mind_remain_time]","[hint_mind_caption]
Was hätte ich schon gegen Gewalt tun sollen?
[hint_mind_remain_time]","[hint_mind_caption]
Qu'aurais-je pu faire face à une telle violence ?
[hint_mind_remain_time]","[hint_mind_caption]
Cosa avrei potuto fare contro la violenza?
[hint_mind_remain_time]","[hint_mind_caption]
Şiddete karşı ne yapabilirdim ki?
[hint_mind_remain_time]","[hint_mind_caption]
Mit tehettem volna az erőszak ellen?
[hint_mind_remain_time]","[hint_mind_caption]
Як було протистояти насильству?
[hint_mind_remain_time]"
hint_mind_sex_orgasm,,"[hint_mind_caption]
Уф... Вот это да!
[hint_mind_remain_time]","[hint_mind_caption]
Phew... That was something!
[hint_mind_remain_time]","[hint_mind_caption]
Phew... That was something!
[hint_mind_remain_time]","[hint_mind_caption]
Uf... To bylo teda něco!
[hint_mind_remain_time]","[hint_mind_caption]
Ufa... Que maravilha!
[hint_mind_remain_time]","[hint_mind_caption]
Uf... ¡No ha estado mal!
[hint_mind_remain_time]","[hint_mind_caption]
Uf… To było coś!
[hint_mind_remain_time]","[hint_mind_caption]
呼……真爽！
[hint_mind_remain_time]","[hint_mind_caption]
呼……真是了不起！
[hint_mind_remain_time]","[hint_mind_caption]
ああ... あれはすごかった！
[hint_mind_remain_time]","[hint_mind_caption]
휴... 정말 굉장했어!
[hint_mind_remain_time]","[hint_mind_caption]
Puh ... Das war großartig!
[hint_mind_remain_time]","[hint_mind_caption]
Pfiou… C'était pas rien !
[hint_mind_remain_time]","[hint_mind_caption]
Uff... Che storia!
[hint_mind_remain_time]","[hint_mind_caption]
Hof... O neydi ya?!
[hint_mind_remain_time]","[hint_mind_caption]
Fúúú… Ez nem semmi volt!
[hint_mind_remain_time]","[hint_mind_caption]
Фух… Це було щось!
[hint_mind_remain_time]"
hint_mind_sick_was_visit,,"[hint_mind_caption]
Когда я <hint=hint_sick>болен</hint>, любое сочувственное слово помогает...
[hint_mind_remain_time]","[hint_mind_caption]
When I'm <hint=hint_sick>sick</hint>, any sympathetic word helps...
[hint_mind_remain_time]","[hint_mind_caption]
When I'm <hint=hint_sick>sick</hint>, any sympathetic word helps...
[hint_mind_remain_time]","[hint_mind_caption]
Když mě trápí <hint=hint_sick>nemoc</hint>, pomůže jakékoliv soucitné slovo...
[hint_mind_remain_time]","[hint_mind_caption]
Qualquer palavra de conforto ajuda quando estou <hint=hint_sick>Doente</hint>...
[hint_mind_remain_time]","[hint_mind_caption]
Cuando estoy <hint=hint_sick>enfermo</hint>, cualquier muestra de conmiseración ayuda...
[hint_mind_remain_time]","[hint_mind_caption]
Gdy się <hint=hint_sick>choruje</hint>, to każde wsparcie jest cenne…
[hint_mind_remain_time]","[hint_mind_caption]
我<hint=hint_sick>生病</hint>的时候，只要说些关心我的话都好……
[hint_mind_remain_time]","[hint_mind_caption]
我<hint=hint_sick>生病</hint>的時候，隨便什麼同情的話都會有用……
[hint_mind_remain_time]","[hint_mind_caption]
<hint=hint_sick>病気</hint>になったときは、どんな同情の言葉にも救われる...
[hint_mind_remain_time]","[hint_mind_caption]
<hint=hint_sick>아플</hint> 땐, 위로의 말을 들으면 기운이 나...
[hint_mind_remain_time]","[hint_mind_caption]
Wenn ich <hint=hint_sick>krank</hint> bin, hilft jedes nette Wort ...
[hint_mind_remain_time]","[hint_mind_caption]
Un peu de compassion fait toujours du bien lorsque je suis <hint=hint_sick>malade</hint>…
[hint_mind_remain_time]","[hint_mind_caption]
Durante la <hint=hint_sick>malattia</hint>, qualsiasi parola di solidarietà mi aiuta...
[hint_mind_remain_time]","[hint_mind_caption]
<hint=hint_sick>Hastayken</hint> en ufak güzel söz bile iyi geliyor.
[hint_mind_remain_time]","[hint_mind_caption]
Ha <hint=hint_sick>beteg</hint> vagyok, minden együttérző szó segít…
[hint_mind_remain_time]","[hint_mind_caption]
Коли я <hint=hint_sick>хворію</hint>, допомагає будь-яке ласкаве слово…
[hint_mind_remain_time]"
hint_mind_slight,,"[hint_mind_caption]
{name} делает вид, что меня нет! Это так неприятно!
[hint_mind_remain_time]","[hint_mind_caption]
{name} is pretending I don't exist! It's so unpleasant!
[hint_mind_remain_time]","[hint_mind_caption]
{name} is pretending I don't exist! It's so unpleasant!
[hint_mind_remain_time]","[hint_mind_caption]
{name} dělá, že neexistuju! Je to tak nepříjemné!
[hint_mind_remain_time]","[hint_mind_caption]
{name} está fingindo que eu não existo! Que coisa desagradável!
[hint_mind_remain_time]","[hint_mind_caption]
{name} finge que no existo. ¡Es de lo más desagradable!
[hint_mind_remain_time]","[hint_mind_caption]
{name} udaje, że nie istnieję! To niezbyt przyjemne!
[hint_mind_remain_time]","[hint_mind_caption]
{name}无视我的存在！真可恶！
[hint_mind_remain_time]","[hint_mind_caption]
{name}假裝我不存在！真是令人不悅！
[hint_mind_remain_time]","[hint_mind_caption]
{name}が、私が存在しないように振舞っている！とても不愉快だ！
[hint_mind_remain_time]","[hint_mind_caption]
{name}이(가) 날 완전히 무시하고 있어! 너무 불쾌해!
[hint_mind_remain_time]","[hint_mind_caption]
{name} tut so, als würde ich nicht existieren! Das ist so unangenehm!
[hint_mind_remain_time]","[hint_mind_caption]
{name} fait comme si je n'existais pas ! C'est tellement énervant !
[hint_mind_remain_time]","[hint_mind_caption]
{name} fa finta che io non esista! È così sgradevole!
[hint_mind_remain_time]","[hint_mind_caption]
{name}, ben yokmuşum gibi davranıyor! Ne kadar ayıp!
[hint_mind_remain_time]","[hint_mind_caption]
{name} úgy tesz, mintha nem is léteznék! Ez olyan rossz érzés!
[hint_mind_remain_time]","[hint_mind_caption]
{name} вдає, що мене не існує! Це так неприємно!
[hint_mind_remain_time]"
hint_mind_starvation,,"[hint_mind_caption]
Я не видел пищи уже несколько дней... Сколько я еще протяну, перед тем, как умереть?

Причина: персонаж не ел уже долгое время.
[hint_mind_remain_time]","[hint_mind_caption]
I haven't seen any food for several days... How much longer can I hold on before I die?

Reason: Not eating for a long time.
[hint_mind_remain_time]","[hint_mind_caption]
I haven't seen any food for several days... How much longer can I hold on before I die?

Reason: Not eating for a long time.
[hint_mind_remain_time]","[hint_mind_caption]
Nemám nic do žaludku už několik dnů... Jak dlouho to ještě vydržím, než umřu?

Důvod: Postava dlouho nejedla.

Čas do fyzického vyčerpání: {remain_time_hours} hod.","[hint_mind_caption]
Já faz dias que eu nem vejo comida... Por quanto tempo posso aguentar até que eu morra?

Motivo: não come em muito tempo.
[hint_mind_remain_time]","[hint_mind_caption]
No he visto comida en varios días... ¿Cuánto más podré aguantar antes de morir?

Motivo: no comer durante mucho tiempo.

Tiempo hasta el agotamiento físico: {remain_time_hours} horas.","[hint_mind_caption]
Kilka dni bez jedzenia… Ile jeszcze wytrzymam, zanim umrę?

Powód: brak pożywienia od kilku dni.

Czas do wycieńczenia: {remain_time_hours} h.","[hint_mind_caption]
我几天没吃饭了……我这条命还能撑多久？

原因：长时间未进食。
[hint_mind_remain_time]距离体力耗尽还剩： 小时","[hint_mind_caption]
我好幾天沒看到食物了……我還可以撐多久不死？

原因：久未進食。
[hint_mind_remain_time]生理衰竭倒數： 小時。","[hint_mind_caption]
数日間、食べ物を見ていない... あとどれくらいもつと思う？

理由：長時間何も食べていない。
[hint_mind_remain_time]疲労困憊まで残り：時間","[hint_mind_caption]
며칠째 음식을 전혀 못 먹었어... 얼마나 더 버틸 수 있을까? 

이유: 오랫동안 먹지 않음.
[hint_mind_remain_time]탈진까지: 시간.","[hint_mind_caption]
Ich hatte schon seit einigen Tagen nichts mehr zu essen ... Wie lange kann ich wohl noch durchhalten, bevor ich sterbe?

Grund: Lange nicht mehr gegessen.
[hint_mind_remain_time]Zeit bis zur körperlichen Erschöpfung: Stunden.","[hint_mind_caption]
Ça fait plusieurs jours que je n'ai pas vu de nourriture… Je ne sais pas combien de temps je vais encore pouvoir tenir.
 
Raison : n'a pas mangé depuis longtemps.
 [hint_mind_remain_time]Temps restant avant épuisement physique : heure(s).","[hint_mind_caption]
Non vedo cibo da diversi giorni... Quanto ancora potrò resistere prima di morire?

Motivo: mancanza di cibo da molto tempo.
[hint_mind_remain_time]Tempo rimanente prima dell'esaurimento fisico: ore.","[hint_mind_caption]
Kaç gündür hiçbir yiyecek görmedim. Ölmeden daha ne kadar dayanabilirim?

Nedeni: Uzun zamandır hiçbir şey yemedi.
[hint_mind_remain_time]Fiziksel yorgunluğa kalan süre: saat.","[hint_mind_caption]
Napok óta nem ettem… Meddig bírom még, mielőtt éhen halnék?

Az oka: Hosszú ideje nem evett.

A fizikai kimerülésig hátra lévő idő: {remain_time_hours} óra.","[hint_mind_caption]
Я не їм уже декілька днів… Скільки ще я протримаюсь, перш ніж помру?

Причина: тривалий голод.

Фізичне виснаження настане через {remain_time_hours} год."
hint_mind_terror,,"[hint_mind_caption]
Я боюсь, что буду следующий! 

Причина: <hint=hint_terror>террор</hint> среди этого класса населения
[hint_mind_remain_time]","[hint_mind_caption]
I'm afraid I'll be next!

Reason: <hint=hint_terror>terror</hint> among this class of population.
[hint_mind_remain_time]","[hint_mind_caption]
I'm afraid I'll be next!

Reason: <hint=hint_terror>terror</hint> among this class of population.
[hint_mind_remain_time]","[hint_mind_caption]
Bojím se, že příště budu na řadě já!

Důvod: <hint=hint_terror>Teror</hint> mezi touto třídou obyvatel.
[hint_mind_remain_time]","[hint_mind_caption]
Temo que venham me atacar em seguida!

Motivo: <hint=hint_terror>Terror</hint> contra essa classe da população.
[hint_mind_remain_time]","[hint_mind_caption]
¡Tengo miedo de ser el próximo!

Motivo: <hint=hint_terror>terror</hint> entre esta clase de población.
[hint_mind_remain_time]","[hint_mind_caption]
Boję się, że trafi też na mnie!

Powód: <hint=hint_terror>terror</hint> pośród tej warstwy społecznej.
[hint_mind_remain_time]","[hint_mind_caption]
恐怕下一个就是我！

原因：这个阶层的人群产生<hint=hint_terror>恐慌</hint>。
[hint_mind_remain_time]","[hint_mind_caption]
我真害怕下一個就是我！

原因：散播於此人口階級的<hint=hint_terror>恐怖</hint>。
[hint_mind_remain_time]","[hint_mind_caption]
次は私の番だ！

理由：この階級の人々の間で<hint=hint_terror>恐怖</hint>が広がっている。
[hint_mind_remain_time]","[hint_mind_caption]
다음은 내 차례일까 봐 두려워!

이유: 이 인구 계층에 대한 <hint=hint_terror>공포 조성</hint>.
[hint_mind_remain_time]","[hint_mind_caption]
Ich fürchte, ich bin als Nächstes dran!

Grund: <hint=hint_terror>Terror</hint> gegen diese Bevölkerungsklasse.
[hint_mind_remain_time]","[hint_mind_caption]
Tous ces morts… J'ai peur que ce soit bientôt mon tour.
 
Raison : <hint=hint_terror>terreur</hint> au sein de cette classe de la population.
[hint_mind_remain_time]","[hint_mind_caption]
Temo che presto toccherà a me!

Motivo: <hint=hint_terror>terrore</hint> tra le persone di questa classe della popolazione.
[hint_mind_remain_time]","[hint_mind_caption]
Korkarım ki sıradaki benim!

Nedeni: Sınıfına uygulanan <hint=hint_terror>dehşet</hint>.
[hint_mind_remain_time]","[hint_mind_caption]
Félek, én leszek a következő!

Az oka: <hint=hint_terror>Terror</hint> a népesség ezen csoportja körében.
[hint_mind_remain_time]","[hint_mind_caption]
Боюсь, моя черга наступна!

Причина: <hint=hint_terror>терор</hint> цього класу населення.
[hint_mind_remain_time]"
hint_mind_toothache,,"[hint_mind_caption]
Черт, как же больно!","[hint_mind_caption]
Damn, it hurts so much!","[hint_mind_caption]
Damn, it hurts so much!","[hint_mind_caption]
Zatraceně, to je bolest!","[hint_mind_caption]
Droga, como dói!","[hint_mind_caption]
¡Madre mía, sí que duele!","[hint_mind_caption]
Boli jak cholera!","[hint_mind_caption]
嗷，疼死我了！","[hint_mind_caption]
該死，痛死了！","[hint_mind_caption]
くそっ、ああああ痛い！","[hint_mind_caption]
젠장, 너무 아파!","[hint_mind_caption]
Verdammt, es tut so weh!","[hint_mind_caption]
La vache ! Ça fait vraiment très mal !","[hint_mind_caption]
Accidenti, fa così male!","[hint_mind_caption]
Kahretsin! Çok acıyor!","[hint_mind_caption]
Ez átkozottul fáj!","[hint_mind_caption]
Дідько, як боляче!"
hint_mind_try_to_posion_me,,"[hint_mind_caption]
Меня пытались отравить! Как хорошо, что эта тварь {name} не разбирается в ядах!

Причина: неудачная попытка отравления персонажа

[hint_mind_remain_time] ","[hint_mind_caption]
{name} attempted to poison me! Luckily, they don't seem to know what they're doing!

Reason: Failed attempt to poison the character.
[hint_mind_remain_time]","[hint_mind_caption]
{name} attempted to poison me! Luckily, they don't seem to know what they're doing!

Reason: Failed attempt to poison the character.
[hint_mind_remain_time]","[hint_mind_caption]
{name} mě chce otrávit! Naštěstí to vypadá, že neví, co dělá!

Důvod: Nezdařený pokus o otravu této postavy.
[hint_mind_remain_time]","[hint_mind_caption]
{name} tentou me envenenar! Felizmente, parece que não sabia o que estava fazendo!

Motivo: tentativa fracassada de envenenamento.
[hint_mind_remain_time]","[hint_mind_caption]
{name} intentó envenenarme. ¡Por suerte, parece que no sabe lo que hace!

Motivo: intento fallido de envenenar al personaje.
[hint_mind_remain_time]","[hint_mind_caption]
{name} to trucicielska żmija! Na szczęście nie ma pojęcia, co robi!

Powód: nieudana próba otrucia tej osoby.
[hint_mind_remain_time]","[hint_mind_caption]
{name}试图毒害我！幸好对方手法不熟练！

原因：试图毒害角色失败。
[hint_mind_remain_time]","[hint_mind_caption]
{name}想毒害我！幸好他們看來不知道自己在做什麼！

原因：毒害人物未遂。
[hint_mind_remain_time]","[hint_mind_caption]
{name}が俺に毒を盛ろうとしたんだ！幸い、やつらは自分が何をしているのかわかっていないんだ！

理由：キャラクターを毒殺しようとして失敗した。
[hint_mind_remain_time]","[hint_mind_caption]
{name}이(가) 나를 독살하려고 했어! 다행히도 실패한 것 같군!

이유: 캐릭터를 독살하려는 시도 실패.
[hint_mind_remain_time]","[hint_mind_caption]
{name} hat versucht, mich zu vergiften! Glücklicherweise scheint der Missetäter keine Ahnung davon zu haben!

Grund: Gescheiterter Versuch, diese Person zu vergiften.
[hint_mind_remain_time]","[hint_mind_caption]
{name} a essayé de m'empoisonner ! Heureusement que ce n'est pas sa spécialité !
 
Raison : tentative d'empoisonnement échouée.
[hint_mind_remain_time]","[hint_mind_caption]
{name} ha tentato di avvelenarmi! Per fortuna, non sembra che sapesse cosa stava facendo!

Motivo: tentativo fallito di avvelenare il personaggio.
[hint_mind_remain_time]","[hint_mind_caption]
{name} beni zehirlemeye çalıştı! Neyse ki ne yaptığını bilmiyor gibi görünüyordu!

Nedeni: Karaktere yapılan zehirleme girişimi başarısız oldu.
[hint_mind_remain_time]","[hint_mind_caption]
{name} megpróbált megmérgezni! Szerencsére nem igazán tudja, mit csinál!

Az oka: Sikertelen kísérlet a karakter megmérgezésére.
[hint_mind_remain_time]","[hint_mind_caption]
Спроба мене отруїти – за цим стоїть {name}! Але ж що за бездар!

Причина: невдала спроба отруїти персонажа.
[hint_mind_remain_time]"
hint_mind_ugly_scars,,"[hint_mind_caption]
Я знаю, что уродлив...","[hint_mind_caption]
I know I'm ugly...","[hint_mind_caption]
I know I'm ugly...","[hint_mind_caption]
Vím, že mě ty jizvy hyzdí...","[hint_mind_caption]
Sei que não tenho beleza...","[hint_mind_caption]
Sé que soy un adefesio...","[hint_mind_caption]
Wiem, że wyglądam szpetnie…","[hint_mind_caption]
我知道我很丑……","[hint_mind_caption]
我知道我面容醜陋……","[hint_mind_caption]
自分が醜いのはわかってる...","[hint_mind_caption]
나도 내가 못생긴 거 알아...","[hint_mind_caption]
Ich weiß, ich bin hässlich ...","[hint_mind_caption]
Je sais que la beauté ne fait pas partie de mes atouts…","[hint_mind_caption]
So che la bellezza non è una mia dote...","[hint_mind_caption]
Çirkin olduğumu biliyorum.","[hint_mind_caption]
Tudom, hogy csúnya vagyok…","[hint_mind_caption]
Я знаю, що я – чудовисько…"
hint_mind_paramour,,"[hint_mind_caption]
Хорошо, когда есть любимый человек!","[hint_mind_caption]
It's nice to have a beloved person!","[hint_mind_caption]
It's nice to have a beloved person!","[hint_mind_caption]
Je pěkné mít milovanou osobu!","[hint_mind_caption]
É bom ter alguém a quem amar!","[hint_mind_caption]
¡Qué bien tener a una persona amada!","[hint_mind_caption]
Miło kogoś kochać!","[hint_mind_caption]
拥有真爱的感觉真好！","[hint_mind_caption]
有所愛之人很好啊！","[hint_mind_caption]
愛すべき人がいるのはいいことだ！","[hint_mind_caption]
사랑하는 사람과 함께라서 좋아!","[hint_mind_caption]
Es ist so schön, jemanden zu lieben!","[hint_mind_caption]
Quel bonheur d'avoir quelqu'un à aimer !","[hint_mind_caption]
È bello avere una persona amata!","[hint_mind_caption]
Bir sevgilinin olması çok güzel!","[hint_mind_caption]
Nagyon jó, hogy van valaki, akit szerethetek!","[hint_mind_caption]
Як добре мати кохану людину!"
hint_mind_ex_paramour,,"[hint_mind_caption]
Мы больше не вместе!
[hint_mind_remain_time]","[hint_mind_caption]
We are no longer together.
[hint_mind_remain_time]","[hint_mind_caption]
We are no longer together.
[hint_mind_remain_time]","[hint_mind_caption]
Už nejsme spolu.
[hint_mind_remain_time]","[hint_mind_caption]
Já não somos um casal.
[hint_mind_remain_time]","[hint_mind_caption]
Ya no estamos juntos.
[hint_mind_remain_time]","[hint_mind_caption]
Nie jesteśmy już razem.
[hint_mind_remain_time]","[hint_mind_caption]
我们已经分手了。
[hint_mind_remain_time]","[hint_mind_caption]
我們沒有在一起了。
[hint_mind_remain_time]","[hint_mind_caption]
もう別れよう。
[hint_mind_remain_time]","[hint_mind_caption]
우린 이제 끝난 사이야.
[hint_mind_remain_time]","[hint_mind_caption]
Wir sind nicht mehr zusammen.
[hint_mind_remain_time]","[hint_mind_caption]
Nous ne sommes plus ensemble.
[hint_mind_remain_time]","[hint_mind_caption]
Non stiamo più insieme.
[hint_mind_remain_time]","[hint_mind_caption]
Artık birlikte değiliz.
[hint_mind_remain_time]","[hint_mind_caption]
Már nem vagyunk együtt.
[hint_mind_remain_time]","[hint_mind_caption]
Ми більше не разом.
[hint_mind_remain_time]"
hint_mind_love,,"[hint_mind_caption]
{name} - смысл моей жизни!","[hint_mind_caption]
{name} is the meaning of my life!","[hint_mind_caption]
{name} is the meaning of my life!","[hint_mind_caption]
{name} je smyslem mého života!","[hint_mind_caption]
{name} dá significado à minha vida!","[hint_mind_caption]
¡{name} es lo que da sentido a mi vida!","[hint_mind_caption]
{name} to miłość mojego życia!","[hint_mind_caption]
{name}是我活下去的意义！","[hint_mind_caption]
{name}就是我生命的意義！","[hint_mind_caption]
{name}こそ、私の生きる意味だ！","[hint_mind_caption]
{name}은(는) 내 삶의 의미야!","[hint_mind_caption]
{name} gibt meinem Leben einen Sinn!","[hint_mind_caption]
{name} donne un sens à ma vie !","[hint_mind_caption]
{name} è il senso della mia vita!","[hint_mind_caption]
{name} benim hayatımın anlamı!","[hint_mind_caption]
{name} az életem értelme!","[hint_mind_caption]
{name} – сенс мого життя!"
hint_mind_refuse_flirt_full,,"[hint_mind_caption]
{name}, любовь моей жизни, отказывается пойти на свидание со мной! Мои чувства растоптаны!
[hint_mind_remain_time]","[hint_mind_caption]
{name}, the love of my life, refuses to go on a date with me! My feelings are crushed!
[hint_mind_remain_time]","[hint_mind_caption]
{name}, the love of my life, refuses to go on a date with me! My feelings are crushed!
[hint_mind_remain_time]","[hint_mind_caption]
{name}, moje životní láska, se mnou odmítá jít na rande! Moje srdce je zdrcené!
[hint_mind_remain_time]","[hint_mind_caption]
{name}, o amor da minha vida, se recusa a sair comigo! Meu coração está partido!
[hint_mind_remain_time]","[hint_mind_caption]
{name}, el amor de mi vida, ¡se niega a salir conmigo! ¡Me ha destrozado el corazón!
[hint_mind_remain_time]","[hint_mind_caption]
{name}, miłość mojego życia, nie chce się umówić ze mną na schadzkę! Pękło mi serce!
[hint_mind_remain_time]","[hint_mind_caption]
我心爱的{name}不愿意跟我约会！我很受伤！
[hint_mind_remain_time]","[hint_mind_caption]
{name}我生命中的愛，拒絕和我約會！我心碎了！
[hint_mind_remain_time]","[hint_mind_caption]
最愛の人、{name}がデートを拒否した！ああ、心が押しつぶされそうだ！
[hint_mind_remain_time]","[hint_mind_caption]
{name}, 내 운명의 사랑에게 데이트를 거절당했어! 마음이 너무 아파!
[hint_mind_remain_time]","[hint_mind_caption]
{name}, die Liebe meines Lebens, verweigert ein Rendezvous mit mir! Meine Gefühle sind zerstört!
[hint_mind_remain_time]","[hint_mind_caption]
{name}, l'amour de ma vie, refuse toutes mes propositions de rendez-vous galant… Mon cœur est en lambeaux !
[hint_mind_remain_time]","[hint_mind_caption]
{name}, l'amore della mia vita, si rifiuta di uscire con me! Il mio cuore è a pezzi!
[hint_mind_remain_time]","[hint_mind_caption]
{name}, hayatımın aşkı, benimle randevuya çıkmayı reddetti! Kalbim paramparça!
[hint_mind_remain_time]","[hint_mind_caption]
{name}, életem szerelme nem hajlandó találkára jönni velem! Az érzéseim összetörtek!
[hint_mind_remain_time]","[hint_mind_caption]
{name}, любов мого життя, відмовляється йти зі мною на побачення! Мої почуття розчавлені!
[hint_mind_remain_time]"
